"Ano","Data","Autor","Título","Instituição","Ano Corrigido","Data Corrigida","Nome Corrigido","Título Corrigido","Instituição Corrigida","URL","Status","Note"
2024,26/08/24,"Bianca Silva Andrade","O uso de jogos na educação básica: uma proposta para  o ensino da álgebra no 7° ano do ensino fundamental ii","CEFET",2024,26/08/24,"Bianca Silva Andrade","O uso de jogos na educação básica: uma proposta para o ensino da álgebra no 7º ano do Ensino Fundamental II","CEFET-MG","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7832&id2=171058328",,
2024,23/08/24,"Valterlli Costa Rocha","Histórias em quadrinhos como proposta pedagógica para o ensino de geometria plana","UEMA",2024,23/08/24,"Valterlli Costa Rocha","Histórias em quadrinhos como proposta pedagógica para o ensino de geometria plana","UEMA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7833&id2=171058399",,
2024,23/08/24,"Raul Cezar Aparecido Dos Santos Cid","Processos composicionais com sequências de fibonacci no ensino da matemática","UNICAMP",2024,23/08/24,"Raul Cezar Aparecido dos Santos Cid","Processos composicionais com sequências de Fibonacci no ensino da matemática","UNICAMP","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7834&id2=171052136",,
2024,26/08/24,"Jaedson Dos Santos","Etnomatemática: aproximação da ciência com os saberes locais do cotidiano dos ribeirinhos do alto  sertão sergipano","FUFS",2024,26/08/24,"Jaedson dos Santos","Etnomatemática: aproximação da ciência com os saberes locais do cotidiano dos ribeirinhos do alto sertão sergipano","FUFS","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7835&id2=171058371",,
2024,30/08/24,"Agna Souza Santos","A fórmula de euler para poliedros","FUFS",2024,30/08/24,"Agna Souza Santos","A fórmula de Euler para poliedros","FUFS","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7836&id2=171058349",,
2024,27/08/24,"Welerson Silva De Carvalho","Uma abordagem da geometria analítica com ênfase para estudantes com deficiência visual","UFRPE",2024,27/08/24,"Welerson Silva de Carvalho","Uma abordagem da geometria analítica com ênfase para estudantes com deficiência visual","UFRPE","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7837&id2=171057715",,
2024,07/07/24,"Marcus Vinicius Viegas Rodrigues","Aritmética modular aplicada","UEMA",2024,07/07/24,"Marcus Vinícius Viegas Rodrigues","Aritmética modular aplicada","UEMA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7838&id2=171058392",,
2024,08/10/24,"Dionysio Perrone Machado","Geometria euclidiana para alunos cegos: uma sequência didática inclusiva para ensinar conceitos elementares","UFG",2024,08/10/24,"Dionysio Perrone Machado","Geometria euclidiana para alunos cegos: uma sequência didática inclusiva para ensinar conceitos elementares","UFG","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7839&id2=171057584",,
2013,25/09/13,"Gabriela Cotrim De Moraes","Isometrias e grupos de friso","UFABC",2013,25/09/13,"Gabriela Cotrim de Moraes","Isometrias e grupos de friso","UFABC","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=784&id2=38965",,
2024,30/09/24,"Sebastiao Erasto Candido Pereira","O xadrez como instrumento pedagógico no ensino da  matemática no ensino básico","UFG",2024,30/09/24,"Sebastião Erasto Cândido Pereira","O Xadrez como instrumento pedagógico no ensino da matemática no Ensino Básico","UFG","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7840&id2=171058221",,
2024,26/07/24,"Raquel Barbosa Ferreira","Uma proposta de aplicações de um tipo de equação diofantina no ensino médio da educação de jovens e adultos no estado de goiás","UFG",2024,26/07/24,"Raquel Barbosa Ferreira","Uma proposta de aplicações de um tipo de equação diofantina no Ensino Médio da educação de jovens e adultos no estado de goiás","UFG","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7841&id2=171057598",,
2024,26/08/24,"Neuton Xavier De Oliveira","Dinâmicas de jogos aplicadas no ensino de análise combinatória e probabilidade na educação básica","UFG",2024,26/08/24,"Neuton Xavier de Oliveira","Dinâmicas de jogos aplicadas no ensino de análise combinatória e probabilidade na educação básica","UFG","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7842&id2=171058250",,
2024,30/08/24,"Igor Rezende De Souza","Análise da formação matemática no curso de pedagogia e a matemática a ser ensinada de acordo com a legislação: uma proposta de curso usando a gamificação","UFG",2024,30/08/24,"Igor Rezende de Souza","Análise da formação matemática no curso de pedagogia e a matemática a ser ensinada de acordo com a legislação: uma proposta de curso usando a gamificação","UFG","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7843&id2=171057590",,
2024,23/08/24,"Bruno Ferreira Sanches","O multiplano como ferramenta significativa para o ensino de matemática para alunos com deficiência visual","UNIFAP",2024,23/08/24,"Bruno Ferreira Sanches","O multiplano como ferramenta significativa para o ensino de matemática para alunos com deficiência visual","UNIFAP","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7844&id2=171058405",,
2024,23/08/24,"Adilson Reis Ferreira Junior","Sistemas lineares: abordagem por situações-problema","UFU",2024,23/08/24,"Adílson Reis Ferreira Jr","Sistemas lineares: abordagem por situações-problema","UFU","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7845&id2=171058167",,
2024,21/08/24,"Guilherme Goncalves Felizardo","Uma abordagem de ensino de geometria plana para os anos finais do ensino fundamental, usando scratch","UFU",2024,21/08/24,"Guilherme Gonçalves Felizardo","Uma abordagem de ensino de geometria plana para os anos finais do Ensino Fundamental, usando Scratch","UFU","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7846&id2=171058171",,
2024,20/08/24,"Renato Rodrigues","Aplicações da teoria dos números na educação básica com enfoque em divisibilidade e na aritmética dos restos","UFU",2024,20/08/24,"Renato Rodrigues","Aplicações da teoria dos números na educação básica com enfoque em divisibilidade e na aritmética dos restos","UFU","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7847&id2=171058180",,
2024,22/08/24,"Wellington Vieira","Exploração de grafos na educação básica","UFU",2024,22/08/24,"Wellington Vieira","Exploração de grafos na educação básica","UFU","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7848&id2=171058181",,
2024,29/08/24,"Jaqueline Joviniano Da Silva","Utilização de jogo de sinuca no ensino da geometria euclidiana no ensino médio","UFRPE",2024,29/08/24,"Jaqueline Joviniano da Silva","Utilização de jogo de sinuca no ensino da geometria euclidiana no Ensino Médio","UFRPE","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7849&id2=171057703",,
2013,13/12/13,"Rildo Cariri Gonçalo","Limites, continuidade, derivabilidade e aplicações","UFPB",2013,13/12/13,"Rildo Cariri Gonçalo","Limites, continuidade, derivabilidade e aplicações","UFPB","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=785&id2=29342",,
2024,23/08/24,"Jhonata Willame Cordeiro De Vasconcelos Ferreira Barros","Explanação de modelos geradores de ternos pitagóricos","UFRPE",2024,23/08/24,"Jhonata Willame Cordeiro de Vasconcelos Ferreira Barros","Explanação de modelos geradores de ternos pitagóricos","UFRPE","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7850&id2=171057704",,
2024,04/09/24,"Ademir Bispo Dos Santos","Frações contínuas e aproximação de números irracionais por números racionais","UFPR",2024,04/09/24,"Ademir Bispo dos Santos","Frações contínuas e aproximação de números irracionais por números racionais","UFPR","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7851&id2=171052186",,
2022,30/03/22,"Alessio Antonio Dos Santos Dias","A proposta de elza/catunda usada na melhoria de desempenho da aprendizagem da disciplina de matemática no ensino fundamental ii","UFMA",2022,30/03/22,"Alessio Antônio dos Santos Dias","A proposta de Elza/Catunda usada na melhoria de desempenho da aprendizagem da disciplina de matemática no Ensino Fundamental II","UFMA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7852&id2=171053146",,
2022,25/03/22,"Jose De Ribamar Sousa Neto","A aplicação da matemática financeira no empreendedorismo: uma ferramenta de competitividade no mundo globalizado.","UFMA",2022,25/03/22,"José de Ribamar Sousa Neto","A aplicação da matemática financeira no empreendedorismo: uma ferramenta de competitividade no mundo globalizado","UFMA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7853&id2=171053152",,
2023,22/12/23,"Jefferson Da Silva Farias","A construção de cantor dos números reais e os números hiperreais","UFMA",2023,22/12/23,"Jefferson da Silva Farias","A construção de cantor dos números reais e os números hiperreais","UFMA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7854&id2=171056447",,
2024,30/08/24,"Larisse De Fatima Lopes Azola","Análise das habilidades na prova de matemática e suas tecnologias no enem","UNIFAL",2024,30/08/24,"Larisse de Fátima Lopes Azola","Análise das habilidades na prova de matemática e suas tecnologias no ENEM","UNIFAL","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7855&id2=171057793",,
2024,26/09/24,"Izabella Dias Basso","Relações de recorrência e aplicações no ensino médio","UNESP",2024,26/09/24,"Izabella Dias Basso","Relações de recorrência e aplicações no Ensino Médio","UNESP","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7856&id2=171059581",,
2024,23/07/24,"Antonio Marcos De Jesus Abidias","Uma abordagem sobre áreas e volumes em construções de casas residenciais: uma proposta metodológica para educação básica.","UFMA",2024,23/07/24,"Antônio Marcos de Jesus Abidias","Uma abordagem sobre áreas e volumes em construções de casas residenciais: uma proposta metodológica para educação básica","UFMA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7857&id2=171057742",,
2023,30/08/23,"Benilson Da Silva Costa","O uso das construções geométricas no ensino de conceitos básicos da geometria euclidiana.","UFMA",2023,30/08/23,"Benilson da Silva Costa","O uso das construções geométricas no ensino de conceitos básicos da geometria euclidiana","UFMA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7858&id2=171056444",,
2024,09/05/24,"Derivaldo Barros Gomes","Critérios de divisibilidade: provas aritméticas das regras tratadas no ensino de matemática da educação básica.","UFMA",2024,09/05/24,"Derivaldo Barros Gomes","Critérios de divisibilidade: provas aritméticas das regras tratadas no ensino de matemática da educação básica","UFMA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7859&id2=171057743",,
2013,24/09/13,"Gildeci José Justino","A característica de euler","UFPB",2013,24/09/13,"Gildeci José Justino","A característica de Euler","UFPB","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=786&id2=27265",,"Denis Vanucci Gisoldi defendeu uma dissertação com o mesmo título."
2024,13/04/24,"Ezequiel Gomes Batista","A importância do método de completar quadrados e suas aplicações em geometria analítica.","UFMA",2024,13/04/24,"Ezequiel Gomes Batista","A importância do método de completar quadrados e suas aplicações em geometria analítica","UFMA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7860&id2=171058260",,
2024,07/08/24,"Joao Batista Santana Pinheiro","Métodos de resolução para as equações quadráticas.","UFMA",2024,07/08/24,"João Batista Santana Pinheiro","Métodos de resolução para as equações quadráticas","UFMA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7861&id2=171057746",,
2023,08/09/23,"Marcos Aurelio De Souza Alves Matos","Implementação da linguagem r no ensino de estatística utilizando dados de saúde pública.","UFMA",2023,08/09/23,"Marcos Aurélio de Souza Alves Matos","Implementação da linguagem R no ensino de estatística utilizando dados de saúde pública","UFMA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7862&id2=171056448",,
2024,12/09/24,"Roger Melo Do Nascimento","Uma proposta didática para o cálculo no ensino médio.","UFMA",2024,12/09/24,"Roger Melo do Nascimento","Uma proposta didática para o cálculo no Ensino Médio","UFMA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7863&id2=171057750",,
2024,18/07/24,"Willamys Cruz Da Silva","Teorema de tales de mileto e suas principais consequências.","UFMA",2024,18/07/24,"Willamys Cruz da Silva","Teorema de Tales de Mileto e suas principais consequências","UFMA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7864&id2=171057752",,
2024,08/03/24,"Mauro Roberto Rosa Dos Santos","O uso da lógica booleana matemática no ensino básico.","UFMA",2024,08/03/24,"Mauro Roberto Rosa dos Santos","O uso da lógica booleana matemática no Ensino Básico","UFMA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7865&id2=171057749",,
2024,23/08/24,"Nata Pereira Germano","Além do plano: um estudo sobre a trigonometria esférica nos ensinos fundamental e médio","UFSC",2024,23/08/24,"Nata Pereira Germano","Além do plano: um estudo sobre a trigonometria esférica nos ensinos fundamental e médio","UFSC","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7866&id2=171058257",,
2024,12/11/24,"Elida Rejane Cruz Dos Santos Pereira","Registros dos números decimais em cadernos escolares do  quinto ano: indícios da abordagem deste conteúdo","UTFPR",2024,12/11/24,"Elida Rejane Cruz dos Santos Pereira","Registros dos números decimais em cadernos escolares do quinto ano: indícios da abordagem deste conteúdo","UTFPR","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7867&id2=171057736",,
2024,28/08/24,"Igor Godoy Borges","Uma proposta de ensino de análise combinatória com foco no princípio fundamental da contagem para ensino médio usando a plataforma do canva","UFSM",2024,28/08/24,"Igor Godoy Borges","Uma proposta de ensino de análise combinatória com foco no princípio fundamental da contagem para Ensino Médio usando a plataforma do Canva","UFSM","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7868&id2=171057827",,
2024,25/10/24,"Julius Kahoru Yassaki Filho","O uso da inteligência artificial, modelagem matemática e resolução de problemas como potencializadores no processo de ensino e aprendizagem de matemática no sétimo ano do ensino fundamental","UFSM",2024,25/10/24,"Julius Kahoru Yassaki Filho","O uso da inteligência artificial, modelagem matemática e resolução de problemas como potencializadores no processo de ensino e aprendizagem de matemática no sétimo ano do Ensino Fundamental","UFSM","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7869&id2=171057828",,
2013,21/11/13,"Francisco Do Nascimento Lima","Estudo sobre o cálculo de áreas e volumes utilizando o método de exaustão e o princípio de cavalieri","UFPB",2013,21/11/13,"Francisco do Nascimento Lima","Estudo sobre o cálculo de áreas e volumes utilizando o método de exaustão e o princípio de Cavalieri","UFPB","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=787&id2=34164",,
2024,11/09/24,"Lucio Almeida Do Nascimento Junior","Um salto matemático no metaverso: ensino da geometria espacial na realidade imersiva","UEA",2024,11/09/24,"Lúcio Almeida do Nascimento Jr","Um salto matemático no metaverso: ensino da geometria espacial na realidade imersiva","UEA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7870&id2=171058120",,
2024,08/05/24,"Ulysses Teixeira De Deus Bueno","Matemática financeira para aposentadoria complementar: comparando estratégias e o risco atuarial","UFPR",2024,08/05/24,"Ulysses Teixeira de Deus Bueno","Matemática financeira para aposentadoria complementar: comparando estratégias e o risco atuarial","UFPR","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7872&id2=150630896",,
2024,04/09/24,"Airton Jose De Sousa","O ensino da geometria na educação do campo/metodologia da alternância: uma experiencia com a modelagem matemática","IFPI",2024,04/09/24,"Airton José de Sousa","O ensino da geometria na educação do campo/metodologia da alternância: uma experiência com a modelagem matemática","IFPI","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7873&id2=171057271",,
2024,13/09/24,"Laercio Rodrigo Oliveira Pinheiro","Ensino de frações na educação básica: exploração da usabilidade do simulador phet como ferramenta de aprendizagem","UEA",2024,13/09/24,"Laércio Rodrigo Oliveira Pinheiro","Ensino de frações na educação básica: exploração da usabilidade do simulador PhET como ferramenta de aprendizagem","UEA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7874&id2=171058119",,
2024,11/09/24,"Renato Fernandes Dos Santos","Fundamentos matemáticos do ensino básico na construção de redes neurais artificiais","UEA",2024,11/09/24,"Renato Fernandes dos Santos","Fundamentos matemáticos do Ensino Básico na construção de redes neurais artificiais","UEA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7875&id2=171058122",,
2024,10/09/24,"Joilson Alves Lopes","Demonstrações e resoluções sem palavras: uma abordagem pelo software geogebra","UEA",2024,10/09/24,"Joilson Alves Lopes","Demonstrações e resoluções sem palavras: uma abordagem pelo software GeoGebra","UEA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7876&id2=171058272",,
2024,18/10/24,"Esdras Pereira De Carvalho","O uso das inteligências artificiais como ferramentas de auxílio a prática docente do professor de matemática","UNIRIO",2024,18/10/24,"Esdras Pereira de Carvalho","O uso das inteligências artificiais como ferramentas de auxílio a prática docente do professor de matemática","UNIRIO","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7877&id2=171057328",,
2024,06/11/24,"Thais Santos Rabello","Os itinerários formativos de matemática financeira do novo ensino médio no rio de janeiro","UNIRIO",2024,06/11/24,"Thais Santos Rabello","Os itinerários formativos de matemática financeira do novo Ensino Médio no Rio de Janeiro","UNIRIO","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7878&id2=171057344",,
2024,14/06/24,"Marcio Jose Queiroz Claudino","Um método computacional para minimizar funções quadráticas","UFCA",2024,14/06/24,"Márcio José Queiroz Claudino","Um método computacional para minimizar funções quadráticas","UFCA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7879&id2=171057668",,
2013,19/12/13,"Francisco Ferreira De Paulo","Uma análise histórica do desenvolvimento da probabilidade e a utilização de materiais concretos para seu ensino","UFPB",2013,19/12/13,"Francisco Ferreira de Paulo","Uma análise histórica do desenvolvimento da probabilidade e a utilização de materiais concretos para seu ensino","UFPB","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=788&id2=38467",,
2024,30/08/24,"Erivan Grangeiro De Morais","Técnicas de contagem na resolução de questões de concursos públicos","UFCA",2024,30/08/24,"Erivan Grangeiro de Morais","Técnicas de contagem na resolução de questões de concursos públicos","UFCA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7880&id2=171057664",,
2024,17/10/24,"Carla Adriana Riegel","Explorando a inteligência artificial generativa como apoio aos docentes de matemática.","UNEMAT",2024,17/10/24,"Carla Adriana Riegel","Explorando a inteligência artificial generativa como apoio aos docentes de matemática","UNEMAT","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7881&id2=171057620",,
2024,02/08/24,"Douglas Sales Pauli","A matemática nas redes neurais.","UNEMAT",2024,02/08/24,"Douglas Sales Pauli","A matemática nas redes neurais","UNEMAT","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7882&id2=171057623",,
2024,31/08/24,"Isac Rosa Rodrigues","Uso de ferramentas de criptografia no ensino de matemática para os ensinos fundamental ii e médio: propostas de atividades.","UNEMAT",2024,31/08/24,"Isac Rosa Rodrigues","Uso de ferramentas de criptografia no ensino de matemática para os ensinos fundamental II e médio: propostas de atividades","UNEMAT","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7883&id2=171057628",,
2024,25/07/24,"Marcos Monteiro De Farias","Uma proposta de ensino de matemática para o 1º ano do ensino médio com o auxílio da ferramenta portugol webstudio.","UNEMAT",2024,25/07/24,"Marcos Monteiro de Farias","Uma proposta de ensino de matemática para o 1º ano do Ensino Médio com o auxílio da ferramenta Portugol Webstudio","UNEMAT","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7884&id2=171057629",,
2024,30/08/24,"Raphael Bezerra Teixeira","Matemática financeira básica e os sistemas de amortização sac e price: contextualização aplicada em sala de aula para o 1° ano do ensino médio.","UNEMAT",2024,30/08/24,"Raphael Bezerra Teixeira","Matemática financeira básica e os sistemas de amortização SAC e Price: contextualização aplicada em sala de aula para o 1º ano do Ensino Médio","UNEMAT","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7885&id2=171057630",,
2024,11/09/24,"Raquel Augusta Borges Rodrigues","Explorando os números primos.","UNEMAT",2024,11/09/24,"Raquel Augusta Borges Rodrigues","Explorando os números primos","UNEMAT","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7886&id2=171057631",,
2024,29/08/24,"Isamara Cardoso De Brito","Uma proposta teórica para a integração do tpack na formação continuada de professores de matemática","UFPI",2024,29/08/24,"Isamara Cardoso de Brito","Uma proposta teórica para a integração do TPACK na formação continuada de professores de matemática","UFPI","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7887&id2=171057516",,
2024,30/09/24,"Michael Moises Morais Pereira","Estudo de funções usando dados de condições climáticas","UFMT",2024,30/09/24,"Michael Moisés Morais Pereira","Estudo de funções usando dados de condições climáticas","UFMT","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7888&id2=171057381",,
2024,29/08/24,"Maria Auxiliadora Pereira De Oliveira","Equidade de gênero no ensino de matemática: uma revisão sistemática de literatura","UFCA",2024,29/08/24,"Maria Auxiliadora Pereira de Oliveira","Equidade de gênero no ensino de matemática: uma revisão sistemática de literatura","UFCA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7889&id2=171057669",,
2013,12/04/13,"Francisco Das Chagas Da Silva","A importância do ensino da metrologia no ensino da trigonometria","UFPI",2013,12/04/13,"Francisco das Chagas da Silva","A importância do ensino da metrologia no ensino da trigonometria","UFPI","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=789&id2=30182",,
2024,29/08/24,"Alan Alysson Arruda Temoteo","A educação financeira no ensino fundamental: trabalhando o poupar e o investir com os jogos piquenique e bons negócios","UFCA",2024,29/08/24,"Alan Alysson Arruda Temoteo","A educação financeira no Ensino Fundamental: trabalhando o poupar e o investir com os jogos piquenique e bons negócios","UFCA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7890&id2=171057659",,
2024,11/09/24,"Luiza Souza Carmo","Uma proposta de como tornar a matemática mais acessível para um aluno discálculo usando jogos","CEFET",2024,11/09/24,"Luíza Souza Carmo","Uma proposta de como tornar a matemática mais acessível para um aluno discálculo usando jogos","CEFET-MG","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7891&id2=171058231",,
2024,13/11/24,"Erick Cristian Tourao Oliveira","Uma experiˆencia did´atica envolvendo raz˜oes trigonom´etricas com o uso do geogebra.","UNEMAT",2024,13/11/24,"Erick Cristian Tourão Oliveira","Uma experiência didática envolvendo razões trigonométricas com o uso do GeoGebra","UNEMAT","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7892&id2=171057624",,
2024,08/11/24,"Geraldo Gabriel","Geometria no ensino médio: metodologias ativas - aprendizagem baseada em projetos","UNEMAT",2024,08/11/24,"Geraldo Gabriel","Geometria no Ensino Médio: metodologias ativas – aprendizagem baseada em projetos","UNEMAT","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7893&id2=171057626",,
2024,21/08/24,"Adriano Marques De Souza","Explorando operacoes: o uso do construc 3 para producao de jogos","UFRN",2024,21/08/24,"Adriano Marques de Souza","Explorando operações: o uso do Construc 3 para produção de jogos","UFRN","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7894&id2=171057404",,
2024,29/08/24,"Alberto De Sousa E Silva","Inducao matematica na prova de formulas combinatorias: dos livros didaticos a sala de aula","UFRN",2024,29/08/24,"Alberto de Sousa e Silva","Indução matemática na prova de fórmulas combinatórias: dos livros didáticos a sala de aula","UFRN","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7895&id2=171057405",,
2024,12/08/24,"Francisco De Assis De Oliveira Andrade","Uma proposta pedagogica para melhorar aaprendizagem e os resultados do simais em matematica","UFRN",2024,12/08/24,"Francisco de Assis de Oliveira Andrade","Uma proposta pedagógica para melhorar a aprendizagem e os resultados do SIMAIS em matemática","UFRN","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7896&id2=171057408",,
2024,30/08/24,"Marco Antonio Campos De Lira","Do triangulo retangulo ao ciclo trigonometico: conceitos e aplicacoes.","UFRN",2024,30/08/24,"Marco Antônio Campos de Lira","Do triangulo retângulo ao ciclo trigonométrico: conceitos e aplicações","UFRN","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7897&id2=171057410",,
2024,29/08/24,"Mateus Felipe Mendes Dos Santos","Aritmetica dos restos: jogos e aplicacoes para o ensino","UFRN",2024,29/08/24,"Mateus Felipe Mendes dos Santos","Aritmética dos restos: jogos e aplicações para o ensino","UFRN","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7898&id2=171057411",,
2024,22/08/24,"Rodrigo Samir Lopes Martins Da Silva","A geometria analitica com a aplicacao de vetores para aresolucao de problemas","UFRN",2024,22/08/24,"Rodrigo Samir Lopes Martins da Silva","A geometria analítica com a aplicação de vetores para a resolução de problemas","UFRN","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7899&id2=171057414",,
2013,19/03/13,"Cynthia Sodré Alexandre","Desenho geométrico - uma ferramenta para auxiliar o ensino da geometria","UENF",2013,19/03/13,"Cynthia Sodré Alexandre","Desenho geométrico – uma ferramenta para auxiliar o ensino da geometria","UENF","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=79&id2=27767",,
2013,06/12/13,"Aurilio Da Silva Guedes","Evolução no cálculo de áreas de figuras planas: de arquimedes a newton","UFPB",2013,06/12/13,"Aurilio da Silva Guedes","Evolução no cálculo de áreas de figuras planas: de Arquimedes a Newton","UFPB","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=790&id2=34241",,
2024,30/08/24,"Valdir Belo Cardoso","Tecnicas (nao) usuais de resolucao de problemas: paridade, argumentos combinatorios, contagens duplas, invariancia e colorimentos","UFRN",2024,30/08/24,"Valdir Belo Cardoso","Técnicas (não) usuais de resolução de problemas: paridade, argumentos combinatórios, contagens duplas, invariância e colorimentos","UFRN","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7900&id2=171057415",,
2024,27/08/24,"Marcos Lucio Ribeiro","Desempenho de estudantes no ensino presencial vs ensino remoto","UFRN",2024,27/08/24,"Marcos Lúcio Ribeiro","Desempenho de estudantes no ensino presencial vs ensino remoto","UFRN","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7901&id2=171057617",,
2024,29/08/24,"Jose Ricardo De Lima Ferreira","Aprendendo geometria explorando o contexto e realidade do litoral do rio grande do norte","UFRN",2024,29/08/24,"José Ricardo de Lima Ferreira","Aprendendo geometria explorando o contexto e realidade do litoral do Rio Grande do Norte","UFRN","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7902&id2=171058288",,
2024,18/11/24,"Grasiela Da Cassia Dias","Elaboração de cartilha de atividades experimentais do ensino de matemática para o 9º ano: pesquisa escolar em alta floresta-mt.","UNEMAT",2024,18/11/24,"Grasiela da Cássia Dias","Elaboração de cartilha de atividades experimentais do ensino de matemática para o 9º ano: pesquisa escolar em Alta Floresta-MT","UNEMAT","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7903&id2=171057627",,
2024,15/08/24,"Alexsandro Gomes Fernandes","Uma caracterização dos polígonos regulares","URCA",2024,15/08/24,"Alexsandro Gomes Fernandes","Uma caracterização dos polígonos regulares","URCA","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7904&id2=171057676",,
2024,02/09/24,"Afonso Araujo Sales","Distribuições de probabilidade com geogebra: visualizando as intuições","UESPI",2024,02/09/24,"Afonso Araújo Sales","Distribuições de probabilidade com GeoGebra: visualizando as intuições","UESPI","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7905&id2=171057967",,
2024,30/08/24,"Licio Lima Medeiros","Resolução de situações-problema sobre o ensino e aprendizagem de análise combinatória “pela compreensão”","UESPI",2024,30/08/24,"Lício Lima Medeiros","Resolução de situações-problema sobre o ensino e aprendizagem de análise combinatória “pela compreensão”","UESPI","https://sca.profmat-sbm.org.br/profmat_tcc.php?id1=7906&id2=171057974",,
